SubmissionDate,meta-instanceID,meta-timeStart,meta-timeEnd,Noise-audio,Noise-Noise_Measurement,Noise-Noise_Source,lat,lng,Noise-Location-Altitude,Noise-Location-Accuracy,Noise-Image,Noise-Comment,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2023-04-10T16:04:51.137Z,uuid:460a7e1a-a6e0-4a90-b900-26088a82a7bf,2023-04-10T16:16:09.626+03:00,2023-04-10T16:19:58.577+03:00,1681132770661.wav,32,Crowd-Noise,0.0717561,32.5567489,1143.4,2.46,,,uuid:460a7e1a-a6e0-4a90-b900-26088a82a7bf,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:50.175Z,uuid:e50d2037-0310-414e-8485-cdeb57dd8037,2023-04-10T16:10:01.422+03:00,2023-04-10T16:16:03.556+03:00,1681132544229.wav,50,car-OR-truck Bodaboda-Motorcycle,0.0727686,32.5574557,1142.2,2.716,,,uuid:e50d2037-0310-414e-8485-cdeb57dd8037,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:49.125Z,uuid:6e67a5a2-ceac-4aaf-9eb8-abc17d268b54,2023-04-10T16:06:34.663+03:00,2023-04-10T16:09:42.242+03:00,1681132156244.wav,47,car-OR-truck,0.07606,32.556765,1149.1,1.84,,,uuid:6e67a5a2-ceac-4aaf-9eb8-abc17d268b54,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:48.124Z,uuid:0906920e-8103-4356-9f8e-2b1fa1e1eaac,2023-04-10T16:02:45.428+03:00,2023-04-10T16:05:12.277+03:00,1681131896014.wav,42,Crowd-Noise,0.077757,32.5563515,1152.2,2.283,,,uuid:0906920e-8103-4356-9f8e-2b1fa1e1eaac,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:47.055Z,uuid:15ad2ab8-ed8c-4c44-9fcb-f1a88f6a3811,2023-04-10T16:00:41.645+03:00,2023-04-10T16:02:37.362+03:00,1681131727660.wav,55,Community-radio,0.07878,32.5559,1159.0,2.86,,Music library ,uuid:15ad2ab8-ed8c-4c44-9fcb-f1a88f6a3811,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:45.989Z,uuid:ae05229c-8b1e-450a-8772-c5f9406605c8,2023-04-10T15:58:13.773+03:00,2023-04-10T16:00:34.044+03:00,1681131617138.wav,43,Community-radio,0.0792316,32.5559317,1153.4,2.75,,,uuid:ae05229c-8b1e-450a-8772-c5f9406605c8,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:44.986Z,uuid:3c3a2605-ec16-4b22-97be-10d7a4e41db6,2023-04-10T15:55:03.094+03:00,2023-04-10T15:58:10.923+03:00,1681131472064.wav,41,Mobile-music,0.0794983,32.5569492,1153.8,2.716,,,uuid:3c3a2605-ec16-4b22-97be-10d7a4e41db6,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:43.835Z,uuid:80c60252-0526-4c49-8fcf-600c92fefe9f,2023-04-10T15:51:12.915+03:00,2023-04-10T15:54:57.299+03:00,1681131268777.wav,36,Religious-venue,0.080975,32.557445,1157.4,2.46,,,uuid:80c60252-0526-4c49-8fcf-600c92fefe9f,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:42.829Z,uuid:4e5722e5-41bc-4c4b-b24c-68e44f5c73c3,2023-04-10T15:44:20.939+03:00,2023-04-10T15:50:32.952+03:00,1681131012362.wav,22,Other,0.0805617,32.5559967,1156.5,2.86,,Silence,uuid:4e5722e5-41bc-4c4b-b24c-68e44f5c73c3,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:41.836Z,uuid:9ca7fcc4-cb71-4c71-af43-bf2a298e710f,2023-04-10T15:40:27.058+03:00,2023-04-10T15:43:49.359+03:00,1681130601969.wav,19,Other,0.0816433,32.553745,1162.2,2.783,,Silence,uuid:9ca7fcc4-cb71-4c71-af43-bf2a298e710f,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:40.845Z,uuid:67524d89-a0b1-4648-b10a-164b1bb29b89,2023-04-10T15:39:22.001+03:00,2023-04-10T15:40:13.581+03:00,1681130382764.wav,35,Bar-and-Restaurant,0.0820767,32.5528267,1155.8,2.733,,,uuid:67524d89-a0b1-4648-b10a-164b1bb29b89,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:39.761Z,uuid:e30ff1c2-b237-40b5-a47e-f28bfae474f3,2023-04-10T15:34:56.189+03:00,2023-04-10T15:37:38.214+03:00,1681130232218.wav,24,Crowd-Noise,0.0824601,32.5519445,1156.4,2.75,,,uuid:e30ff1c2-b237-40b5-a47e-f28bfae474f3,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:38.778Z,uuid:79f50341-066c-4316-a115-001ca8b91d5d,2023-04-10T15:32:46.935+03:00,2023-04-10T15:34:52.650+03:00,1681130072624.wav,26,Crowd-Noise,0.0828167,32.551765,1151.1,2.9,,,uuid:79f50341-066c-4316-a115-001ca8b91d5d,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:37.766Z,uuid:95e0a025-e59f-44bc-97c8-8c97dda11ac3,2023-04-10T15:31:50.490+03:00,2023-04-10T15:32:39.499+03:00,1681129946223.wav,,Community-radio,0.0828433,32.5525616,1156.4,2.283,,,uuid:95e0a025-e59f-44bc-97c8-8c97dda11ac3,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:36.747Z,uuid:e1def089-1392-4c75-ba90-4e2e59fad127,2023-04-10T15:28:58.537+03:00,2023-04-10T15:31:46.857+03:00,1681129880963.wav,,Bar-and-Restaurant,0.0830768,32.5527803,1159.2,2.96,,,uuid:e1def089-1392-4c75-ba90-4e2e59fad127,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:35.725Z,uuid:d98bf864-f19d-43ac-b217-2458dfc141e0,2023-04-10T15:26:55.657+03:00,2023-04-10T15:28:55.843+03:00,1681129716852.wav,22,Other,0.0840617,32.553405,1151.7,2.9,,Silence,uuid:d98bf864-f19d-43ac-b217-2458dfc141e0,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:34.646Z,uuid:b2aa5575-d3f7-402a-8719-81ac5ebc32f1,2023-04-10T15:24:49.078+03:00,2023-04-10T15:26:52.311+03:00,1681129591208.wav,20,Other,0.0844817,32.552835,1146.4,2.86,,Silence,uuid:b2aa5575-d3f7-402a-8719-81ac5ebc32f1,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:33.567Z,uuid:d207da51-a0b5-46e5-9fbe-7bb172350aae,2023-04-10T15:21:36.106+03:00,2023-04-10T15:24:44.663+03:00,1681129468057.wav,29,Construction-site,0.0845533,32.5520783,1150.5,2.34,,,uuid:d207da51-a0b5-46e5-9fbe-7bb172350aae,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:32.541Z,uuid:700a4058-6a4e-4503-a539-c97d3478cf5b,2023-04-10T15:18:18.536+03:00,2023-04-10T15:21:28.528+03:00,1681129263477.wav,18,Other,0.0849987,32.5509937,1149.0,2.3,,Silence,uuid:700a4058-6a4e-4503-a539-c97d3478cf5b,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:31.557Z,uuid:d8969d0a-cbe5-4dec-bdb5-539216b09fb6,2023-04-10T15:17:17.016+03:00,2023-04-10T15:18:15.755+03:00,1681129070249.wav,53,Crowd-Noise Bar-and-Restaurant,0.0862962,32.5507333,1146.9,3.04,,,uuid:d8969d0a-cbe5-4dec-bdb5-539216b09fb6,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:30.594Z,uuid:364481d3-ccb9-44ec-88f9-264d730ba901,2023-04-10T15:15:56.205+03:00,2023-04-10T15:17:14.543+03:00,1681129010175.wav,49,Crowd-Noise,0.0865783,32.5507729,1149.2,2.9,,Children playing ,uuid:364481d3-ccb9-44ec-88f9-264d730ba901,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:29.605Z,uuid:80b406d8-c28a-4c9a-88fb-9b9ef5e6c089,2023-04-10T15:14:37.226+03:00,2023-04-10T15:15:51.829+03:00,1681128903483.wav,40,car-OR-truck,0.0872957,32.5507423,1151.4,2.716,,,uuid:80b406d8-c28a-4c9a-88fb-9b9ef5e6c089,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:28.626Z,uuid:45c5a76b-e819-4cbc-86b6-e0c97445aa1a,2023-04-10T15:11:40.055+03:00,2023-04-10T15:14:35.153+03:00,1681128859390.wav,21,Other,0.0878283,32.5506417,1151.1,2.88,,Silence,uuid:45c5a76b-e819-4cbc-86b6-e0c97445aa1a,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:27.656Z,uuid:f3038743-0711-4375-909e-f7bc91e1db7e,2023-04-10T15:06:21.943+03:00,2023-04-10T15:11:36.051+03:00,1681128681111.wav,40,Bodaboda-Motorcycle,0.0886917,32.5510033,1151.0,2.65,,,uuid:f3038743-0711-4375-909e-f7bc91e1db7e,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:26.689Z,uuid:fb9defcb-ed7d-44f5-a1ae-3d2c24b03f16,2023-04-10T15:04:33.420+03:00,2023-04-10T15:06:09.633+03:00,1681128339847.wav,40,Other,0.0901542,32.5527821,1135.5,3.083,,Lawn mower,uuid:fb9defcb-ed7d-44f5-a1ae-3d2c24b03f16,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:25.689Z,uuid:7fc9923f-14dc-4745-a05f-ef9f05f2ae6a,2023-04-10T15:00:46.904+03:00,2023-04-10T15:04:22.253+03:00,1681128256548.wav,16,Other,0.0906,32.5529717,1137.9,2.666,,Silence,uuid:7fc9923f-14dc-4745-a05f-ef9f05f2ae6a,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:24.687Z,uuid:d6287485-6bb6-4fae-add1-24943608e3d4,2023-04-10T14:55:58.449+03:00,2023-04-10T15:00:42.318+03:00,1681128001664.wav,25,Other,0.08956,32.55254,1141.0,2.34,,Silence,uuid:d6287485-6bb6-4fae-add1-24943608e3d4,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:23.666Z,uuid:5da1569a-00d1-411c-afb5-d0166539543b,2023-04-10T14:52:39.437+03:00,2023-04-10T14:54:56.903+03:00,1681127680064.wav,14,Other,0.089895,32.55068,1155.8,2.216,,Silence,uuid:5da1569a-00d1-411c-afb5-d0166539543b,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:22.626Z,uuid:eeb24a4c-5ca2-4995-b4d2-06c7c888a468,2023-04-10T14:51:05.590+03:00,2023-04-10T14:52:35.439+03:00,1681127534360.wav,22,Other,0.0901517,32.5498383,1163.6,2.9,,Silence,uuid:eeb24a4c-5ca2-4995-b4d2-06c7c888a468,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:21.461Z,uuid:7edc68d6-ee97-40bb-9084-20b4e42347f6,2023-04-10T14:48:22.001+03:00,2023-04-10T14:50:50.743+03:00,1681127432265.wav,19,Other,0.089355,32.5498633,1159.6,2.9,,Silence,uuid:7edc68d6-ee97-40bb-9084-20b4e42347f6,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:20.485Z,uuid:fafdd31d-2d8d-40d2-a49c-d8e9983883de,2023-04-10T14:45:43.129+03:00,2023-04-10T14:48:10.265+03:00,1681127272556.wav,17,Other,0.089685,32.5487233,1167.1,2.92,,Silence,uuid:fafdd31d-2d8d-40d2-a49c-d8e9983883de,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:19.535Z,uuid:20e84e4e-01b6-4a15-a44e-7fb9253eb63a,2023-04-10T14:29:35.521+03:00,2023-04-10T14:45:39.546+03:00,1681127121235.wav,26,Crowd-Noise,0.0904366,32.5482365,1170.5,2.9,,,uuid:20e84e4e-01b6-4a15-a44e-7fb9253eb63a,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:18.565Z,uuid:5f94f774-b46e-4f6f-b994-9eed138bf18f,2023-04-10T14:27:50.946+03:00,2023-04-10T14:29:32.777+03:00,1681126147972.wav,24,Other,0.08926,32.5481933,1169.4,3.9,,Silence,uuid:5f94f774-b46e-4f6f-b994-9eed138bf18f,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:17.588Z,uuid:bdbe66ea-51c3-474e-b882-8c528bf94f27,2023-04-10T14:26:20.433+03:00,2023-04-10T14:27:33.043+03:00,1681126031073.wav,45,Mobile-music,0.089885,32.5482567,1173.7,3.9,,,uuid:bdbe66ea-51c3-474e-b882-8c528bf94f27,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:16.631Z,uuid:6d624763-009e-4cde-a643-5cd8bd63a802,2023-04-10T14:22:32.022+03:00,2023-04-10T14:25:33.616+03:00,1681125894960.wav,32,Animal,0.0900241,32.5476908,1174.6,3.08,,Cattle ,uuid:6d624763-009e-4cde-a643-5cd8bd63a802,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:14.995Z,uuid:5c5587a1-2da9-41ec-b12f-cbfd5ab4cb6c,2023-04-10T14:19:04.454+03:00,2023-04-10T14:22:28.070+03:00,1681125712786.wav,31,Religious-venue,0.0901913,32.5470781,1171.9,3.05,1681125736817.jpg,,uuid:5c5587a1-2da9-41ec-b12f-cbfd5ab4cb6c,19,Kelvin Gum,2,2,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:08.849Z,uuid:ec077dd2-fc79-4490-858a-32877526d793,2023-04-10T14:16:22.181+03:00,2023-04-10T14:19:01.265+03:00,1681125505567.wav,47,Other,0.0898333,32.5467883,1168.8,3.9,,Silence,uuid:ec077dd2-fc79-4490-858a-32877526d793,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:07.823Z,uuid:762cb198-5ad4-4b06-89d2-3210848b0d1d,2023-04-10T14:13:58.783+03:00,2023-04-10T14:16:18.424+03:00,1681125291357.wav,48,Bodaboda-Motorcycle,0.0890831,32.5461807,1177.6,3.92,,,uuid:762cb198-5ad4-4b06-89d2-3210848b0d1d,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:06.782Z,uuid:7dde10ce-12b4-47ef-8298-5c691edc0d37,2023-04-10T14:04:29.466+03:00,2023-04-10T14:13:56.195+03:00,1681125206220.wav,30,Bar-and-Restaurant,0.0884067,32.54559,1179.1,3.9,,,uuid:7dde10ce-12b4-47ef-8298-5c691edc0d37,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:05.819Z,uuid:f776a368-3dc4-4ed9-8d5f-c6862563e72a,2023-04-10T14:02:47.938+03:00,2023-04-10T14:03:39.652+03:00,1681124594922.wav,16,Other,0.091425,32.544675,1201.1,4.7,,Silence,uuid:f776a368-3dc4-4ed9-8d5f-c6862563e72a,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:04.810Z,uuid:d86b200e-0f22-483c-be44-1b129eb73b12,2023-04-10T14:01:10.283+03:00,2023-04-10T14:01:48.915+03:00,1681124487531.wav,14,,0.0904533,32.544691,1193.7,2.95,,Silence,uuid:d86b200e-0f22-483c-be44-1b129eb73b12,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:03.760Z,uuid:52c0559f-424f-4a49-8b05-91a516eea8aa,2023-04-10T13:57:50.325+03:00,2023-04-10T13:59:46.891+03:00,1681124359065.wav,24,Other,0.0901916,32.5438958,1179.9,4.64,,Silence,uuid:52c0559f-424f-4a49-8b05-91a516eea8aa,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:02.718Z,uuid:3ba67699-91c1-426c-9991-9e7c09930b0f,2023-04-10T13:52:08.373+03:00,2023-04-10T13:57:47.478+03:00,1681124232145.wav,38,Bodaboda-Motorcycle,0.089936,32.5431549,1179.1,4.8,,,uuid:3ba67699-91c1-426c-9991-9e7c09930b0f,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:01.473Z,uuid:5c100b7e-ad95-4338-97e9-d610c2ed2ac7,2023-04-10T13:47:24.578+03:00,2023-04-10T13:52:04.498+03:00,1681123912621.wav,26,Bodaboda-Motorcycle,0.0923205,32.5414858,1176.6,3.0,,,uuid:5c100b7e-ad95-4338-97e9-d610c2ed2ac7,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:04:00.345Z,uuid:6359c113-60e7-410a-b34d-60406969050d,2023-04-10T13:45:52.631+03:00,2023-04-10T13:47:21.796+03:00,1681123632202.wav,18,Other,0.0928867,32.543332,1175.1,3.9,,Silence,uuid:6359c113-60e7-410a-b34d-60406969050d,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:59.339Z,uuid:bdffd5bf-955b-4daf-8f17-fb2660e1f9a7,2023-04-10T13:43:47.746+03:00,2023-04-10T13:45:49.005+03:00,1681123512754.wav,49,Community-radio,0.0928852,32.54394,1173.8,4.54,,,uuid:bdffd5bf-955b-4daf-8f17-fb2660e1f9a7,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:58.314Z,uuid:154c6b22-e523-4952-80ca-5aa47828e69a,2023-04-10T13:41:04.948+03:00,2023-04-10T13:43:35.677+03:00,1681123356420.wav,28,,0.0927159,32.5446125,1173.5,3.66,,Silence ,uuid:154c6b22-e523-4952-80ca-5aa47828e69a,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:57.166Z,uuid:d95d92d1-af7f-434d-8062-4b011c7fcea6,2023-04-10T13:39:36.474+03:00,2023-04-10T13:41:00.340+03:00,1681123227084.wav,29,Bodaboda-Motorcycle,0.0925748,32.5451962,1173.3,3.9,,,uuid:d95d92d1-af7f-434d-8062-4b011c7fcea6,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:55.915Z,uuid:235bc1bf-0c94-453c-9150-c64801423369,2023-04-10T13:36:45.881+03:00,2023-04-10T13:39:33.952+03:00,1681123136199.wav,21,Other,0.0921133,32.5458917,1173.0,3.9,,Silence,uuid:235bc1bf-0c94-453c-9150-c64801423369,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:54.830Z,uuid:aad8f6f8-5bbc-4967-a74e-77b58aa41cdc,2023-04-10T13:35:08.655+03:00,2023-04-10T13:36:42.741+03:00,1681122979490.wav,16,Other,0.0929917,32.5461333,1171.6,3.9,,Silence,uuid:aad8f6f8-5bbc-4967-a74e-77b58aa41cdc,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:53.623Z,uuid:bac35459-56a0-4ba2-a8ff-a68f873979db,2023-04-10T13:31:57.159+03:00,2023-04-10T13:35:04.269+03:00,1681122861646.wav,18,Animal Construction-site,0.0935006,32.546456,1170.4,4.55,,,uuid:bac35459-56a0-4ba2-a8ff-a68f873979db,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:52.496Z,uuid:599a5037-0407-4e74-b0aa-065279ac86b5,2023-04-10T13:29:31.987+03:00,2023-04-10T13:31:54.614+03:00,1681122698298.wav,13,Other,0.0945167,32.54696,1164.9,3.9,,Silence,uuid:599a5037-0407-4e74-b0aa-065279ac86b5,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:51.393Z,uuid:6bdbf7e0-fc1e-49c8-a88c-2ea8dbcf19c6,2023-04-10T13:27:41.053+03:00,2023-04-10T13:29:25.866+03:00,1681122544127.wav,17,Other,0.0954517,32.5468117,1161.4,3.9,,Silence,uuid:6bdbf7e0-fc1e-49c8-a88c-2ea8dbcf19c6,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:49.666Z,uuid:703cdf52-1188-426b-9e86-b40dcb59d8f9,2023-04-10T13:22:28.035+03:00,2023-04-10T13:27:38.038+03:00,1681122378503.wav,19,Other Religious-venue,0.0960167,32.5460283,1168.7,3.9,1681122444084.jpg,Silence ,uuid:703cdf52-1188-426b-9e86-b40dcb59d8f9,19,Kelvin Gum,2,2,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:44.008Z,uuid:cc31c597-39e7-451f-b53a-e6ba9c6a8899,2023-04-10T13:20:10.359+03:00,2023-04-10T13:22:22.086+03:00,1681122084059.wav,21,Other,0.0952083,32.54456,1161.6,3.9,1681122114823.jpg,Silence,uuid:cc31c597-39e7-451f-b53a-e6ba9c6a8899,19,Kelvin Gum,2,2,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:37.248Z,uuid:f1bdba96-e5f8-4fea-bf9e-a9e38b1bbd97,2023-04-10T13:18:27.439+03:00,2023-04-10T13:20:05.392+03:00,1681121970639.wav,15,Other,0.095735,32.5451015,1160.2,4.15,1681121999480.jpg,Silence,uuid:f1bdba96-e5f8-4fea-bf9e-a9e38b1bbd97,19,Kelvin Gum,2,2,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:31.045Z,uuid:17ea8b1a-4184-4e0f-ac02-bba0b5587ee7,2023-04-10T13:16:44.268+03:00,2023-04-10T13:18:24.293+03:00,1681121883130.wav,18,Other,0.0957711,32.5451107,1160.5,4.866,,Silence,uuid:17ea8b1a-4184-4e0f-ac02-bba0b5587ee7,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:29.980Z,uuid:da3f1dd9-4067-4554-a0a0-33e122d4205c,2023-04-10T13:14:20.601+03:00,2023-04-10T13:16:41.240+03:00,1681121774395.wav,17,Other,0.096365,32.54489,1160.6,3.9,,Silence,uuid:da3f1dd9-4067-4554-a0a0-33e122d4205c,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:28.602Z,uuid:463646b6-54cf-47b7-bcc7-595feae1acd9,2023-04-10T13:11:06.263+03:00,2023-04-10T13:14:18.141+03:00,1681121632053.wav,17,Other,0.0969589,32.5441212,1167.5,4.866,1681121593970.jpg,Silence,uuid:463646b6-54cf-47b7-bcc7-595feae1acd9,19,Kelvin Gum,2,2,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:23.157Z,uuid:242dc429-afc0-407e-b112-d0da68f67b28,2023-04-10T13:09:05.278+03:00,2023-04-10T13:11:03.074+03:00,1681121440930.wav,16,Other,0.0961166,32.543692,1169.5,4.92,,Silence,uuid:242dc429-afc0-407e-b112-d0da68f67b28,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:22.196Z,uuid:507a3737-d808-4e46-9407-4c597d393dc3,2023-04-10T13:05:54.163+03:00,2023-04-10T13:09:02.056+03:00,1681121317837.wav,17,Other,0.0951117,32.5433883,1171.6,3.9,,Silence,uuid:507a3737-d808-4e46-9407-4c597d393dc3,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:21.209Z,uuid:3d4b18ef-b424-4240-a3f1-e21f4c954d18,2023-04-10T13:04:25.352+03:00,2023-04-10T13:05:47.693+03:00,1681121131146.wav,17,Other,0.0955933,32.5428233,1172.1,3.9,,Silence,uuid:3d4b18ef-b424-4240-a3f1-e21f4c954d18,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:20.039Z,uuid:1d4daf73-4c67-47ce-8be2-38112775ecf0,2023-04-10T13:00:48.943+03:00,2023-04-10T13:04:22.998+03:00,1681121032680.wav,16,Crowd-Noise,0.0952578,32.5428885,1169.5,4.82,,Small crowd ,uuid:1d4daf73-4c67-47ce-8be2-38112775ecf0,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:19.018Z,uuid:eacbfd4f-2552-45da-8f61-02c08b8abc4e,2023-04-10T12:59:08.420+03:00,2023-04-10T13:00:46.267+03:00,1681120823016.wav,25,Crowd-Noise,0.0949783,32.5420417,1158.2000732421875,4.1,,,uuid:eacbfd4f-2552-45da-8f61-02c08b8abc4e,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:17.959Z,uuid:3c63d9a4-90cd-4512-bcaa-9faf8bc38d9e,2023-04-10T12:57:00.934+03:00,2023-04-10T12:59:04.528+03:00,1681120737474.wav,17,Other,0.0941,32.541195,1158.2000732421875,3.9,,Silence,uuid:3c63d9a4-90cd-4512-bcaa-9faf8bc38d9e,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:16.837Z,uuid:ae6f19e5-16c3-4e3c-b81d-d2f4ad2a92a6,2023-04-10T12:54:56.469+03:00,2023-04-10T12:56:45.057+03:00,1681120591852.wav,15,Other,0.0932167,32.5401917,1158.2000732421875,4.7,,Silence,uuid:ae6f19e5-16c3-4e3c-b81d-d2f4ad2a92a6,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
2023-04-10T16:03:15.656Z,uuid:ab3c1b42-656e-4285-81f9-1725e782baff,2023-04-10T12:51:42.910+03:00,2023-04-10T12:54:53.390+03:00,1681120465253.wav,22,Other,0.0931,32.540145,1158.2000732421875,3.9,,Silence,uuid:ab3c1b42-656e-4285-81f9-1725e782baff,19,Kelvin Gum,1,1,,,collect:qeFPQtWVQp5aFwuR,0,V2.9
